"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WSF1","WSF2","WSF5","WSFG"
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-01-27",,"0.51","0.0","59","35",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-01-28",,"0.03","0.0","36","31",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-01-29",,"0.32","0.0","38","33",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-01-30",,"0.52","0.0","40","34",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-01-31",,"0.00","0.0","47","31",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-01",,"0.00","0.0","48","33",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-02",,"0.01","0.0","44","40",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-03",,"0.00","0.0","61","39",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-04",,"0.00","0.0","75","50",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-05",,"0.00","0.0","77","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-06",,"0.00","0.0","69","59",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-07",,"0.00","0.0","79","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-08",,"0.15","0.0","65","45",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-09",,"0.11","0.0","45","35",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-10",,"0.00","0.0","51","35",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-11",,"0.44","0.0","62","51",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-12",,"0.02","0.0","80","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-13",,"0.01","0.0","74","40",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-14",,"0.00","0.0","54","37",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-15",,"0.00","0.0","58","44",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-16",,"0.00","0.0","70","52",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-17",,"0.00","0.0","73","53",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-18",,"0.00","0.0","75","46",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-19",,"0.00","0.0","77","53",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-20",,"0.31","0.0","74","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-21",,"0.45","0.0","66","43",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-22",,"0.03","0.0","44","41",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-23",,"0.00","0.0","55","43",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-24",,"0.03","0.0","63","54",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-25",,"0.00","0.0","73","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-26",,"0.01","0.0","80","60",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-27",,"0.02","0.0","80","65",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-28",,"0.01","0.0","84","63",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-02-29",,"0.36","0.0","80","56",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-01",,"0.13","0.0","78","67",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-02",,"1.70","0.0","75","61",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-03",,"2.53","0.0","67","61",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-04",,"0.86","0.0","61","55",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-05",,"7.87","0.0","64","53",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-06",,"0.68","0.0","65","55",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-07",,"0.00","0.0","66","54",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-08",,"1.10","0.0","69","55",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-09",,"1.55","0.0","60","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-10",,"0.00","0.0","63","59",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-11",,"0.00","0.0","62","45",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-12",,"0.00","0.0","54","38",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-13",,"0.00","0.0","59","39",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-14",,"0.00","0.0","71","43",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-15",,"0.00","0.0","78","59",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-16",,"0.00","0.0","79","64",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-17",,"1.33","0.0","78","64",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-18",,"0.03","0.0","80","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-19",,"0.00","0.0","82","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-20",,"0.00","0.0","82","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-21",,"0.00","0.0","82","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-22",,"0.01","0.0","79","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-23",,"0.00","0.0","80","57",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-24",,"0.00","0.0","80","53",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-25",,"0.00","0.0","76","56",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-26",,"0.00","0.0","82","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-27",,"0.90","0.0","75","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-28",,"0.00","0.0","58","45",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-29",,"0.00","0.0","65","41",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-30",,"0.05","0.0","75","52",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-03-31",,"0.35","0.0","77","67",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-01",,"0.17","0.0","77","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-02",,"0.00","0.0","70","54",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-03",,"0.00","0.0","72","52",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-04",,"0.00","0.0","74","52",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-05",,"0.00","0.0","82","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-06",,"0.00","0.0","84","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-07",,"0.00","0.0","85","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-08",,"0.00","0.0","88","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-09",,"0.00","0.0","84","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-10",,"0.00","0.0","86","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-11",,"0.00","0.0","85","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-12",,"0.00","0.0","86","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-13",,"0.99","0.0","81","65",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-14",,"0.02","0.0","73","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-15",,"0.00","0.0","74","54",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-16",,"0.00","0.0","80","52",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-17",,"0.00","0.0","86","57",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-18",,"0.00","0.0","87","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-19",,"0.00","0.0","83","63",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-20",,"0.00","0.0","80","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-21",,"0.00","0.0","82","58",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-22",,"0.00","0.0","85","56",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-23",,"0.00","0.0","84","59",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-24",,"0.00","0.0","83","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-25",,"0.00","0.0","83","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-26",,"0.31","0.0","80","63",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-27",,"0.00","0.0","87","60",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-28",,"0.00","0.0","91","64",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-29",,"0.00","0.0","83","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-04-30",,"0.00","0.0","82","56",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-01",,"0.00","0.0","86","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-02",,"0.00","0.0","89","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-03",,"0.00","0.0","88","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-04",,"0.00","0.0","88","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-05",,"0.00","0.0","86","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-06",,"0.89","0.0","75","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-07",,"0.00","0.0","77","55",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-08",,"0.00","0.0","80","54",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-09",,"0.00","0.0","85","68",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-10",,"0.00","0.0","87","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-11",,"0.00","0.0","87","68",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-12",,"0.00","0.0","88","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-13",,"0.00","0.0","86","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-14",,"0.00","0.0","83","63",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-15",,"0.00","0.0","85","60",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-16",,"0.00","0.0","90","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-17",,"0.00","0.0","92","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-18",,"0.00","0.0","87","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-19",,"0.00","0.0","84","65",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-20",,"0.00","0.0","89","62",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-21",,"0.00","0.0","91","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-22",,"0.00","0.0","90","65",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-23",,"0.00","0.0","90","67",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-24",,"0.00","0.0","90","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-25",,"0.00","0.0","90","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-26",,"0.00","0.0","88","68",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-27",,"0.46","0.0","81","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-28",,"0.39","0.0","83","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-29",,"0.00","0.0","88","66",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-30",,"0.00","0.0","91","67",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-05-31",,"0.00","0.0","92","67",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-01",,"0.00","0.0","88","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-02",,"0.00","0.0","88","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-03",,"0.00","0.0","89","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-04",,"0.00","0.0","92","65",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-05",,"0.00","0.0","90","64",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-06",,"0.00","0.0","90","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-07",,"0.00","0.0","92","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-08",,"0.00","0.0","94","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-09",,"0.64","0.0","92","69",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-10",,"0.00","0.0","88","68",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-11",,"0.00","0.0","91","70",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-12",,"0.00","0.0","91","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-13",,"0.00","0.0","91","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-14",,"0.00","0.0","92","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-15",,"0.00","0.0","93","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-16",,"0.00","0.0","94","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-17",,"0.00","0.0","94","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-18",,"0.14","0.0","94","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-19",,"0.00","0.0","94","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-20",,"0.00","0.0","94","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-21",,"0.15","0.0","91","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-22",,"0.00","0.0","94","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-23",,"0.00","0.0","95","78",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-24",,"0.00","0.0","94","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-25",,"0.00","0.0","96","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-26",,"0.00","0.0","94","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-27",,"0.00","0.0","95","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-28",,"0.00","0.0","95","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-29",,"0.27","0.0","93","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-06-30",,"0.08","0.0","88","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-01",,"0.00","0.0","91","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-02",,"0.00","0.0","94","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-03",,"0.05","0.0","91","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-04",,"0.00","0.0","94","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-05",,"0.00","0.0","95","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-06",,"0.00","0.0","94","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-07",,"0.02","0.0","94","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-08",,"0.40","0.0","95","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-09",,"0.00","0.0","94","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-10",,"0.07","0.0","93","72",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-11",,"0.21","0.0","90","71",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-12",,"0.35","0.0","91","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-13",,"0.00","0.0","92","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-14",,"0.00","0.0","92","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-15",,"0.11","0.0","92","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-16",,"0.18","0.0","90","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-17",,"0.22","0.0","91","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-18",,"0.00","0.0","90","73",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-19",,"0.00","0.0","89","74",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-20",,"0.00","0.0","95","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-21",,"0.20","0.0","94","76",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-22",,"0.00","0.0","95","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-23",,"0.00","0.0","94","75",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","29.99691","-90.27751","1.2","1948-07-24",,"0.00","0.0","96","76",,,,
