,TMAX,TMAX,TMAX,TMAX,WDMV,WDMV,WDMV,WDMV,TMIN,TMIN,TMIN,TMIN,PRCP,PRCP,PRCP,PRCP,SNOW,SNOW,SNOW,SNOW
1956,97.0,88.0,97.0,107.0,170.3,,,,28.0,57.0,24.5,27.0,30.940000000000015,168.36000000000016,54.215,10.000000000000002,0.0,0.0,0.0,0.0
1957,95.0,88.0,97.5,110.0,165.9,,,,29.0,57.0,21.5,24.0,58.249999999999964,139.34000000000003,77.45500000000003,19.349999999999994,0.0,0.0,0.0,0.0
1958,95.0,89.0,96.5,111.0,193.9,,,,29.0,56.0,20.5,25.0,56.95000000000002,105.95000000000012,63.61500000000003,29.979999999999997,0.0,0.0,2.65,0.0
1959,94.0,89.0,94.5,107.0,172.1,,,,31.0,59.0,24.5,28.0,64.08000000000003,117.81999999999994,75.00999999999999,11.599999999999994,0.0,0.0,0.0,0.0
1960,95.0,90.0,98.5,109.0,333.1,,,,30.0,55.0,16.5,27.0,63.069999999999986,146.79999999999998,54.995000000000005,18.700000000000003,0.0,0.0,2.8,0.0
1961,95.0,91.0,93.5,107.0,129.9,,,,31.0,55.0,24.5,28.0,37.66999999999999,119.70000000000002,72.65000000000002,16.610000000000003,0.0,0.0,0.0,0.0
1962,95.0,90.0,100.0,110.0,147.3,95.7,,80.8,24.0,53.0,11.5,10.0,48.709999999999994,71.45000000000002,45.08000000000003,12.309999999999995,0.0,0.0,0.0,0.0
1963,98.0,89.0,95.66666666666669,112.0,177.7,205.1,287.1,133.0,33.0,57.0,13.666666666666664,22.0,39.720000000000006,124.7500000000001,53.78666666666666,17.570000000000004,0.0,0.0,0.0,0.0
1964,95.0,90.0,96.0,108.0,162.2,141.1,308.8,134.2,28.0,60.0,19.33333333333333,23.0,37.409999999999975,166.44,67.12666666666668,21.49,0.0,0.0,0.0,0.0
1965,94.0,91.0,95.0,105.0,293.3,73.9,323.7,93.8,31.0,55.0,21.5,25.0,44.54999999999998,127.29000000000006,52.62166666666669,20.24,0.0,0.0,0.0,0.0
1966,94.0,94.0,95.0,107.0,206.9,78.3,257.9,123.0,31.0,59.0,18.33333333333333,19.0,59.809999999999995,124.00999999999996,66.25999999999996,23.019999999999996,0.0,0.0,0.0,0.0
1967,97.0,91.0,95.0,105.0,177.7,111.8,200.7,177.7,32.0,55.0,27.0,20.0,41.450000000000024,154.0,58.39000000000001,48.349999999999994,0.0,0.0,0.0,2.5
1968,94.0,92.0,94.33333333333331,102.0,195.7,80.2,197.0,144.8,27.0,60.0,25.66666666666667,23.0,47.39000000000004,134.14,51.10000000000002,28.099999999999994,0.0,0.0,0.5166666666666666,0.0
1969,97.0,90.0,98.66666666666669,107.0,208.2,95.7,175.8,116.8,38.0,54.0,22.0,22.0,64.35000000000002,173.23000000000005,58.14500000000002,16.500000000000004,0.0,0.0,0.0,0.0
1970,96.0,89.0,99.0,106.0,170.3,115.0,190.1,134.2,31.0,58.0,20.33333333333333,22.0,52.15000000000002,153.98000000000016,53.843333333333305,22.29,0.0,0.0,0.0,0.0
1971,96.0,91.0,95.0,105.0,170.3,137.9,183.3,139.8,29.0,54.0,25.0,25.0,47.83000000000002,140.69000000000003,52.22666666666664,19.340000000000003,0.0,0.0,0.0,0.0
1972,99.0,93.0,97.0,106.0,185.2,103.8,205.1,147.3,33.0,57.0,23.33333333333333,25.0,38.550000000000004,98.85000000000004,61.836666666666645,24.880000000000024,0.0,0.0,0.0,1.0
1973,98.0,89.0,95.66666666666669,106.0,175.2,65.9,141.1,180.2,30.0,58.0,22.0,15.0,51.11999999999998,107.97000000000001,75.52833333333334,34.42999999999999,0.0,0.0,1.0,0.0
1974,95.0,90.0,94.66666666666669,108.0,220.0,106.3,193.9,108.1,36.0,59.0,25.66666666666667,25.0,57.62000000000002,112.92,62.641666666666666,13.409999999999993,0.0,0.0,0.0,0.0
1975,98.0,88.0,94.0,106.0,210.0,75.2,160.9,126.1,34.0,57.0,23.5,18.0,41.06000000000001,99.93000000000006,67.69666666666663,30.04000000000001,0.0,0.0,0.0,0.0
1976,95.0,91.0,95.0,103.0,188.9,75.2,190.1,134.8,32.0,59.0,22.33333333333333,22.0,43.7,114.67000000000004,47.72833333333335,37.0,0.0,0.0,0.0,0.0
1977,97.0,91.0,96.0,106.0,195.7,85.1,165.3,123.0,25.0,55.0,18.666666666666668,20.0,45.54999999999999,90.37999999999995,67.78833333333334,14.359999999999996,0.0,0.0,0.0,0.0
1978,96.0,89.0,96.66666666666669,106.0,185.2,69.0,130.8,98.2,30.0,56.0,23.0,18.0,48.82,119.08999999999997,58.07000000000003,19.339999999999996,0.0,0.0,0.2,0.0
1979,97.0,91.0,96.0,108.0,210.0,108.1,182.35,105.0,33.0,57.0,19.33333333333333,19.0,48.57999999999999,158.77,71.19000000000001,17.780000000000005,0.0,0.0,0.0,0.0
1980,98.0,93.0,100.33333333333331,109.0,180.2,147.3,215.6,100.0,26.0,54.0,22.0,29.0,43.13999999999999,127.7400000000001,69.01666666666665,11.969999999999992,0.0,0.0,0.0,0.0
1981,100.0,90.0,98.0,105.0,215.0,73.9,148.2,82.0,25.0,57.0,18.33333333333333,30.0,29.63,89.91000000000001,48.04666666666665,35.77,0.0,0.0,0.0,0.0
1982,96.0,87.0,96.0,107.0,195.1,137.9,239.25,154.1,23.0,58.0,11.666666666666664,27.0,56.54999999999999,170.3600000000001,59.73999999999997,16.870000000000005,0.0,0.0,0.06666666666666668,0.0
1983,97.0,87.0,95.66666666666669,107.0,244.2,108.7,255.4,280.2,27.0,54.0,12.0,16.0,49.77000000000001,68.09000000000005,62.94999999999998,25.340000000000003,0.0,0.0,0.0,0.0
1984,95.0,87.0,94.0,108.0,256.0,95.1,147.25,129.2,35.0,60.0,19.33333333333333,29.0,47.65999999999997,100.08000000000014,54.39,16.02999999999999,0.0,0.0,0.0,0.0
1985,101.0,90.0,96.33333333333331,105.0,213.1,129.2,196.05,167.8,7.0,57.0,12.666666666666664,22.0,41.949999999999996,112.96000000000008,68.41333333333336,27.720000000000006,0.0,0.0,0.0,0.0
1986,96.0,90.0,98.33333333333331,107.0,193.2,224.9,213.75,157.2,28.0,59.0,24.66666666666667,28.0,49.000000000000014,171.02999999999986,52.98333333333333,20.209999999999997,0.0,0.0,0.0,0.0
1987,100.0,90.0,94.66666666666669,105.0,216.2,111.8,177.7,144.8,37.0,56.0,26.33333333333333,25.0,52.960000000000015,142.40999999999997,66.81666666666665,21.849999999999994,0.0,0.0,0.0,0.0
1988,99.0,90.0,94.66666666666669,105.0,226.2,96.9,137.95,179.0,35.0,60.0,25.0,29.0,31.610000000000003,140.19,61.98666666666666,18.120000000000005,0.0,0.0,0.43333333333333335,0.0
1989,99.0,87.0,95.33333333333331,109.0,185.8,108.7,163.15,197.0,23.0,58.0,9.666666666666666,17.0,40.13999999999999,166.71000000000004,64.35333333333331,17.239999999999995,0.0,0.0,1.0666666666666669,0.0
1990,97.0,88.0,97.66666666666669,104.0,193.9,133.0,158.23333333333338,379.0,39.0,57.0,24.33333333333333,28.0,42.120000000000005,211.22000000000003,54.74666666666666,12.949999999999998,0.0,0.0,0.0,0.0
1991,96.0,91.0,94.33333333333331,105.0,236.7,82.0,165.89999999999995,106.3,33.0,58.0,26.66666666666667,34.0,52.71000000000002,153.0399999999999,84.8816666666666,18.310000000000006,0.0,0.0,0.0,0.0
1992,96.0,91.0,93.66666666666669,108.0,203.2,103.8,177.10000000000005,131.1,36.0,58.0,25.66666666666667,28.0,50.99999999999999,119.89000000000004,78.06666666666668,22.46000000000001,0.0,0.0,0.0,0.0
1993,96.0,88.0,96.33333333333331,102.0,226.2,92.0,209.6,142.3,38.0,57.0,26.0,26.0,38.46000000000001,114.49000000000001,68.64333333333335,25.250000000000007,0.0,0.0,0.0,0.0
1994,95.0,89.0,93.0,107.0,203.8,111.8,159.7,101.3,39.0,57.0,25.33333333333333,29.0,58.130000000000024,182.81,55.393333333333324,11.079999999999997,0.0,0.0,0.0,0.0
1995,96.0,89.0,98.0,111.0,175.8,90.7,165.06666666666666,106.3,32.0,54.0,25.66666666666667,32.0,55.48000000000001,85.92000000000003,64.91499999999999,17.030000000000005,0.0,0.0,0.0,0.0
1996,99.0,92.0,94.66666666666669,110.0,280.9,96.9,185.36666666666667,164.0,29.0,60.0,17.333333333333332,23.0,38.620000000000005,120.21000000000004,58.006666666666646,9.099999999999996,0.0,0.0,0.0,0.0
1997,97.0,92.0,95.33333333333331,109.0,152.2,101.9,129.03333333333333,88.2,26.0,59.0,24.66666666666667,24.0,48.32000000000003,131.60999999999993,63.94999999999998,29.930000000000003,0.0,0.0,0.0,0.0
1998,99.0,87.0,99.0,116.0,165.9,98.8,153.26666666666662,119.3,43.0,58.0,31.66666666666667,8.0,51.47000000000001,108.77999999999993,62.35666666666669,31.470000000000006,0.0,0.0,0.0,0.0
1999,98.0,89.0,97.66666666666669,111.0,211.9,95.1,130.5,108.7,36.0,59.0,23.66666666666667,29.0,46.499999999999986,116.77999999999992,45.36333333333333,19.9,0.0,0.0,0.0,0.0
2000,97.0,86.0,103.66666666666669,111.0,403.3,121.2,124.26666666666668,131.1,32.0,58.0,25.0,30.0,32.74,144.04000000000002,46.22666666666665,13.2,0.0,0.0,0.0,0.0
2001,96.0,87.0,95.33333333333331,109.0,334.3,108.7,148.5,101.3,24.0,57.0,22.66666666666667,28.0,43.80000000000003,112.51000000000006,68.91666666666666,19.620000000000005,0.0,0.0,0.0,0.0
2002,98.0,87.0,95.33333333333331,106.0,213.8,88.2,168.79999999999995,123.0,34.0,60.0,22.33333333333333,26.0,51.50999999999999,134.02999999999992,67.64999999999999,24.080000000000005,0.0,0.0,0.0,0.0
2003,94.0,91.0,94.66666666666669,106.0,190.1,103.1,157.4,126.1,31.0,60.0,22.33333333333333,31.0,45.559999999999974,91.38000000000004,52.27666666666667,30.120000000000005,0.0,0.0,0.0,0.0
2004,95.0,91.0,97.0,103.0,290.8,113.1,123.83333333333331,114.95,35.0,59.0,25.33333333333333,23.0,40.37,137.49000000000007,74.29666666666658,23.620000000000008,0.0,0.0,0.0,3.0
2005,98.0,89.0,97.0,107.0,354.8,93.2,247.9333333333333,126.1,34.0,59.0,27.33333333333333,35.0,52.57999999999999,123.32000000000004,52.61499999999999,17.64,0.0,0.0,0.0,0.0
2006,96.0,89.0,98.0,105.0,190.1,118.1,144.5666666666667,139.8,34.0,59.0,25.66666666666667,30.0,37.120000000000005,122.02000000000005,53.42666666666667,22.890000000000004,0.0,0.0,0.0,0.0
2007,96.0,89.0,102.0,104.0,206.9,78.3,168.4,112.8,32.0,57.0,26.5,30.0,37.54999999999998,106.75000000000003,57.205,35.45000000000001,0.0,0.0,0.0,0.0
2008,95.0,89.0,97.0,106.0,264.7,113.1,223.1,157.2,30.0,58.0,25.0,29.0,66.15,127.53000000000002,55.61500000000001,29.36,0.0,0.0,0.5,0.0
2009,100.0,89.0,100.5,108.0,177.1,244.2,183.9,172.7,28.0,56.0,27.5,26.0,50.21000000000001,131.81000000000003,61.06500000000003,21.809999999999995,0.0,0.0,0.15,0.0
2010,98.0,87.0,99.5,104.0,216.2,88.2,152.2,170.3,26.0,58.0,19.5,21.0,43.95,63.290000000000035,49.740000000000016,21.189999999999998,0.0,0.0,0.0,0.0
2011,98.0,86.0,100.5,107.0,188.9,308.2,252.3,249.8,32.0,59.0,21.5,21.0,46.61000000000001,97.66000000000003,45.37166666666667,9.859999999999998,0.0,0.0,0.0,0.0
2012,96.0,86.0,98.33333333333331,107.0,249.8,121.2,165.3,185.8,35.0,60.0,27.0,31.0,52.89000000000001,90.94000000000005,78.86000000000003,9.94,0.0,0.0,0.0,0.0
2013,96.0,94.0,95.5,108.0,188.3,77.1,144.2,180.8,40.0,58.0,27.5,2.0,48.210000000000015,102.24000000000004,78.07499999999995,17.539999999999996,0.0,0.0,0.0,0.0
2014,97.0,93.0,95.0,105.0,170.3,92.0,139.8,188.9,35.0,58.0,19.0,0.0,50.050000000000004,115.24000000000005,58.11999999999999,26.490000000000006,0.0,0.0,0.0,0.0
2015,98.0,93.0,98.0,107.0,277.8,51.0,231.8,136.1,38.0,59.0,21.0,32.0,40.46000000000001,147.59,70.92000000000004,29.630000000000003,0.0,0.0,0.0,0.0
2016,97.0,90.0,95.5,105.0,275.3,,146.0,131.7,40.0,59.0,29.0,29.0,56.33000000000002,128.42999999999992,75.935,15.119999999999997,0.0,0.0,0.0,0.0
2017,97.0,89.0,95.5,110.0,359.2,,183.9,242.05,40.0,57.0,21.5,27.0,49.42,105.56999999999995,76.15000000000002,17.87,0.0,0.0,0.4,0.0
