"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WDMV","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-11-29",,"0.40","0.0","77","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-11-30",,"0.99","0.0","78","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-01",,"0.15","0.0","78","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-02",,"0.50","0.0","77","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-03",,"0.32","0.0","79","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-04",,"0.44","0.0","78","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-05",,"0.12","0.0","78","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-06",,"0.01","0.0","80","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-07",,"0.84","0.0","78","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-08",,"0.27","0.0","79","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-09",,"0.19","0.0","77","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-10",,"0.29","0.0","76","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-11",,"0.28","0.0","76","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-12",,"0.21","0.0","78","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-13",,"1.00","0.0","74","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-14",,"0.75","0.0","73","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-15",,"0.96","0.0","76","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-16",,"0.66","0.0","75","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-17",,"0.03","0.0","77","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-18",,"0.99","0.0","77","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-19",,"0.37","0.0","80","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-20",,"0.44","0.0","81","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-21",,"0.00","0.0","78","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-22",,"0.00","0.0","78","59",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-23",,"0.00","0.0","77","56",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-24",,"0.58","0.0","82","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-25",,"0.06","0.0","80","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-26",,"0.44","0.0","77","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-27",,"0.75","0.0","75","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-28",,"1.35","0.0","72","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-29",,"0.35","0.0","75","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-30",,"0.79","0.0","73","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1949-12-31",,"0.24","0.0","74","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-01",,"0.11","0.0","77","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-02",,"1.00","0.0","71","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-03",,"0.00","0.0","76","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-04",,"0.07","0.0","78","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-05",,"0.00","0.0","78","60",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-06",,"0.00","0.0","81","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-07",,"1.99","0.0","78","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-08",,"0.01","0.0","79","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-09",,"0.47","0.0","80","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-10",,"0.02","0.0","79","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-11",,"0.00","0.0","89","70",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-12",,"0.04","0.0","76","68",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-13",,"0.00","0.0","80","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-14",,"0.01","0.0","80","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-15",,"0.00","0.0","82","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-16",,"0.00","0.0","84","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-17",,"0.01","0.0","80","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-18",,"0.00","0.0","79","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-19",,"0.00","0.0","78","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-20",,"0.01","0.0","82","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-21",,"0.39","0.0","80","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-22",,"0.39","0.0","81","69",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-23",,"0.00","0.0","84","69",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-24",,"3.11","0.0","81","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-25",,"0.00","0.0","81","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-26",,"0.05","0.0","80","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-27",,"0.21","0.0","77","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-28",,"1.03","0.0","84","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-29",,"0.04","0.0","80","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-30",,"0.20","0.0","80","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-01-31",,"0.00","0.0","82","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-01",,"0.00","0.0","82","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-02",,"0.00","0.0","80","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-03",,"0.00","0.0","82","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-04",,"0.00","0.0","83","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-05",,"0.00","0.0","84","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-06",,"0.06","0.0","79","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-07",,"8.42","0.0","74","68",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-08",,"0.06","0.0","85","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-09",,"0.00","0.0","84","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-10",,"0.00","0.0","82","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-11",,"0.00","0.0","83","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-12",,"0.12","0.0","81","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-13",,"0.10","0.0","80","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-14",,"0.20","0.0","79","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-15",,"0.12","0.0","79","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-16",,"0.27","0.0","76","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-17",,"0.78","0.0","79","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-18",,"2.17","0.0","78","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-19",,"0.91","0.0","74","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-20",,"1.77","0.0","72","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-21",,"0.72","0.0","76","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-22",,"0.64","0.0","77","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-23",,"0.41","0.0","79","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-24",,"0.73","0.0","79","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-25",,"0.10","0.0","80","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-26",,"0.10","0.0","84","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-27",,"0.07","0.0","80","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-02-28",,"0.44","0.0","79","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-01",,"0.02","0.0","78","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-02",,"0.04","0.0","80","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-03",,"0.02","0.0","83","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-04",,"0.11","0.0","82","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-05",,"0.06","0.0","81","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-06",,"0.52","0.0","74","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-07",,"0.00","0.0","79","60",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-08",,"0.00","0.0","83","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-09",,"0.00","0.0","84","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-10",,"0.42","0.0","79","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-11",,"0.22","0.0","78","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-12",,"0.11","0.0","78","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-13",,"0.06","0.0","79","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-14",,"0.35","0.0","80","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-15",,"0.05","0.0","79","61",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-16",,"0.26","0.0","81","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-17",,"0.27","0.0","80","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-18",,"0.00","0.0","81","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-19",,"0.01","0.0","81","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-20",,"0.51","0.0","85","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-21",,"0.68","0.0","80","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-22",,"0.25","0.0","80","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-23",,"0.17","0.0","80","68",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-24",,"1.16","0.0","75","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-25",,"0.18","0.0","81","67",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-26",,"0.00","0.0","84","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-27",,"0.17","0.0","83","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-28",,"0.18","0.0","78","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-29",,"0.52","0.0","75","65",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-30",,"0.56","0.0","74","63",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-03-31",,"0.07","0.0","75","64",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-01",,"0.25","0.0","73","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-02",,"0.00","0.0","79","60",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-03",,"0.01","0.0","79","62",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-04",,"0.05","0.0","75","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-05",,"0.15","0.0","76","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-06",,"0.48","0.0","78","66",,,,,,
"USW00021504","HILO INTERNATIONAL AIRPORT 87, HI US","19.7191","-155.053","11.6","1950-04-07",,"0.76","0.0","75","65",,,,,,
