"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WSF2","WSF5","WSFG"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-09",,"0.50","0.0","84","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-10",,"0.61","0.0","83","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-11",,"0.52","0.0","82","64",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-12",,"0.00","0.0","91","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-13",,"0.00","0.0","92","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-14",,"0.00","0.0","90","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-15",,"0.00","0.0",,,,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-16",,"0.00","0.0","91","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-17",,"0.00","0.0","91","73",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-18",,"0.00","0.0","92","74",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-19",,"0.00","0.0","92","74",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-20",,"0.00","0.0","92","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-21",,"0.00","0.0","92","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-22",,"0.13","0.0","91","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-23",,"0.00","0.0","90","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-24",,"0.00","0.0","92","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-25",,"0.45","0.0","93","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-26",,"0.00","0.0","91","72",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-27",,"0.00","0.0","90","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-28",,"0.00","0.0","93","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-29",,"0.00","0.0",,,,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-30",,"0.02","0.0","95","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-07-31",,"0.00","0.0","95","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-01",,"0.73","0.0","92","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-02",,"0.15","0.0","88","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-03",,"0.15","0.0","92","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-04",,"0.00","0.0","95","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-05",,"0.05","0.0","94","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-06",,"0.00","0.0","93","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-07",,"0.00","0.0","94","76",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-08",,"0.00","0.0","96","77",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-09",,"0.00","0.0","97","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-10",,"0.00","0.0","98","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-11",,"0.43","0.0","96","66",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-12",,"0.30","0.0","94","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-13",,"0.00","0.0","95","74",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-14",,"0.37","0.0","95","72",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-15",,"0.31","0.0","90","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-16",,"0.00","0.0","90","72",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-17",,"0.00","0.0","95","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-18",,"0.00","0.0","94","75",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-19",,"2.34","0.0","95","76",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-20",,"0.42","0.0","92","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-21",,"0.71","0.0","86","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-22",,"0.00","0.0","83","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-23",,"0.00","0.0","84","59",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-24",,"0.00","0.0","89","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-25",,"0.00","0.0","90","74",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-26",,"0.02","0.0","88","81",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-27",,"0.00","0.0","93","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-28",,"1.35","0.0","90","75",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-29",,"0.00","0.0","89","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-30",,"0.08","0.0","91","73",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-08-31",,"0.60","0.0","89","72",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-01",,"0.00","0.0","92","72",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-02",,"0.28","0.0","92","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-03",,"0.00","0.0","91","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-04",,"0.00","0.0","92","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-05",,"0.00","0.0","90","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-06",,"0.00","0.0","90","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-07",,"0.21","0.0","90","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-08",,"0.01","0.0","83","70",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-09",,"0.00","0.0","85","71",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-10",,"0.00","0.0","86","66",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-11",,"0.00","0.0","83","60",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-12",,"0.00","0.0","84","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-13",,"0.00","0.0","87","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-14",,"0.00","0.0","86","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-15",,"0.00","0.0","92","77",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-16",,"0.00","0.0","90","81",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-17",,"0.00","0.0","92","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-18",,"0.05","0.0","92","66",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-19",,"0.00","0.0","93","69",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-20",,"0.26","0.0","92","66",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-21",,"0.00","0.0","91","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-22",,"0.01","0.0","90","67",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-23",,"0.20","0.0","84","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-24",,"10.88","0.0","85","60",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-25",,"0.01","0.0","80","64",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-26",,"0.00","0.0","84","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-27",,"0.00","0.0","84","56",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-28",,"0.00","0.0","89","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-29",,"0.00","0.0","87","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-09-30",,"0.20","0.0","81","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-01",,"3.39","0.0","82","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-02",,"0.84","0.0","85","68",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-03",,"1.10","0.0","82","66",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-04",,"0.00","0.0","86","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-05",,"0.00","0.0","87","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-06",,"0.02","0.0","84","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-07",,"0.00","0.0","86","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-08",,"0.00","0.0",,"52",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-09",,"0.00","0.0","80","52",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-10",,"0.00","0.0","82","57",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-11",,"0.00","0.0","85","57",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-12",,"0.00","0.0","83","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-13",,"0.00","0.0","82","58",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-14",,"0.00","0.0","83","60",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-15",,"0.00","0.0","82","55",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-16",,"0.00","0.0","82","56",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-17",,"0.00","0.0","83","53",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-18",,"0.00","0.0","85","54",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-19",,"0.00","0.0","87","59",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-20",,"0.40","0.0","80","74",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-21",,"0.00","0.0","82","67",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-22",,"0.00","0.0","81","56",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-23",,"0.00","0.0","76","55",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-24",,"0.00","0.0","82","58",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-25",,"0.00","0.0","82","59",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-26",,"0.00","0.0","85","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-27",,"0.00","0.0","86","64",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-28",,"0.00","0.0","86","58",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-29",,"0.01","0.0","80","56",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-30",,"0.00","0.0","79","57",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-10-31",,"0.00","0.0","80","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-01",,"0.00","0.0","80","50",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-02",,"0.00","0.0","84","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-03",,"0.00","0.0","81","59",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-04",,"0.00","0.0","85","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-05",,"0.00","0.0","81","65",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-06",,"0.00","0.0","85","60",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-07",,"0.30","0.0","79","61",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-08",,"1.25","0.0","78","58",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-09",,"0.00","0.0","69","38",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-10",,"0.00","0.0","55","31",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-11",,"0.00","0.0","62","39",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-12",,"0.00","0.0","71","40",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-13",,"0.00","0.0","79","51",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-14",,"0.00","0.0","79","59",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-15",,"0.00","0.0","81","64",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-16",,"0.01","0.0","82","54",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-17",,"0.03","0.0","61","49",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-18",,"0.00","0.0","65","45",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-19",,"0.00","0.0","70","56",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-20",,"0.00","0.0","79","62",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-21",,"0.10","0.0","82","55",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-22",,"0.00","0.0","61","30",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-23",,"0.00","0.0","62","29",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-24",,"0.00","0.0","66","33",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-25",,"0.00","0.0","52","51",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-26",,"0.00","0.0","69","42",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-27",,"0.00","0.0","52","27",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-28",,"0.00","0.0","54","27",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-29",,"0.00","0.0","67","27",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-11-30",,"0.00","0.0","56","29",,,
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1956-12-01",,"0.00","0.0","59","33",,,
